text,sentiment,clean_text
@SouthwestAir Great trip on 2672 yesterday - outstanding flight attendants,positive,great trip on 2672 yesterday   outstanding flight attendants
@JetBlue ok. I'll book JB to JFK then book to ATH. Thank you.,positive,ok  i ll book jb to jfk then book to ath  thank you 
@united yes I filed a claim &amp; hope to receive by luggage by 2am. Ridiculous as I had to purchase items to go to sleep &amp; no reimbursement.,negative,yes i filed a claim  amp  hope to receive by luggage by 2am  ridiculous as i had to purchase items to go to sleep  amp  no reimbursement 
@united no tag number. Luggage was taken off the weigh scale and appears to have been sent off on conveyor belt without any tag...,negative,no tag number  luggage was taken off the weigh scale and appears to have been sent off on conveyor belt without any tag   
@united I need assistance with pulling your agents' heads out of their asses,negative,i need assistance with pulling your agents  heads out of their asses
@SouthwestAir @PaytonTaylor129 I love Southwest and Payton Taylor!,positive,i love southwest and payton taylor 
@SouthwestAir LUV Ya Too!!!!  I will sing a song for y'all when I finally get on that plane back to Nashville!!! #LOVESOUTHWESTAIR,positive,luv ya too     i will sing a song for y all when i finally get on that plane back to nashville     lovesouthwestair
@SouthwestAir yes please,neutral,yes please
@AmericanAir flight was Cancelled Flightled can you guys help?,negative,flight was cancelled flightled can you guys help 
@JetBlue I guess I have to redo the Flight Booking Problems. Ugh!,negative,i guess i have to redo the flight booking problems  ugh 
@AmericanAir received an email requesting I call about a res. but I keep getting kicked off of your phone system. Help?,negative,received an email requesting i call about a res  but i keep getting kicked off of your phone system  help 
@SouthwestAir now on hold for 2.5 hours waiting to speak to someone about my Cancelled Flightled flight from Philly to ORL,negative,now on hold for 2 5 hours waiting to speak to someone about my cancelled flightled flight from philly to orl
"@AmericanAir I hear #Delta is offering 2,500 miles to frequent flyers if their bags doesn't come out within 20 minutes of landing thoughts?",neutral,i hear  delta is offering 2 500 miles to frequent flyers if their bags doesn t come out within 20 minutes of landing thoughts 
@JetBlue Big thanks to Ricardo Olavarria at Reagan Airport. Fixed our ticket and made sure we made it for our friend's wedding #greatservice,positive,big thanks to ricardo olavarria at reagan airport  fixed our ticket and made sure we made it for our friend s wedding  greatservice
@united BTW is it true you have to remind flight staff after checking in even after indicating meal prefer on your reservation? +,negative,btw is it true you have to remind flight staff after checking in even after indicating meal prefer on your reservation   
@JetBlue gr8 #Mint crew on #flight 123 to #LAX they're #Mintalicious #TrueBlueLove #ShelleyandMarcRock #travel #air,positive,gr8  mint crew on  flight 123 to  lax they re  mintalicious  truebluelove  shelleyandmarcrock  travel  air
"@united I can’t go back to the airport, I’m working, and won’t have time.  Are you telling me there is seriously no other way?",negative,i can t go back to the airport  i m working  and won t have time  are you telling me there is seriously no other way 
"@JetBlue hi guys, do you have a general enquires email address please? Thanks David.",neutral,hi guys  do you have a general enquires email address please  thanks david 
@JetBlue i deleted that tweet because one of your wonderful employees swooped in to help--faith restored. You are one of the good ones. 👍,positive,i deleted that tweet because one of your wonderful employees swooped in to help  faith restored  you are one of the good ones   
@JetBlue Thx for the quick response .... yep I tried- but it can't find the flight when I Input the Confirmation #,positive,thx for the quick response      yep i tried  but it can t find the flight when i input the confirmation  
@AmericanAir tomorrows flight Cancelled Flighted. I understand. Three hour wait for a call back and now 60 minutes on hold. Not cool.,negative,tomorrows flight cancelled flighted  i understand  three hour wait for a call back and now 60 minutes on hold  not cool 
"@USAirways booked an award ticket recently, now same ticket is less miles. how do I contact you without using the online form or phone?",negative,booked an award ticket recently  now same ticket is less miles  how do i contact you without using the online form or phone 
"@united I'm on one of your 757-300 between JFK and LAX.When r u upgrading planes?Plane has no Screens,lousy seats And that's in UnitedFirst.",negative,i m on one of your 757 300 between jfk and lax when r u upgrading planes plane has no screens lousy seats and that s in unitedfirst 
"@AmericanAir The Wichita Falls Airport is the worst, will never fly in or out again.  Unknowledgeable staff.",negative,the wichita falls airport is the worst  will never fly in or out again  unknowledgeable staff 
@JetBlue why don't you fly to #nashville? :(,neutral,why don t you fly to  nashville    
"@united volumes, profit up http://t.co/pKfI9bTtzf #aviation #aircargo http://t.co/BBj6kMTYUl",neutral,volumes  profit up  aviation  aircargo
@USAirways 1826 trying to make a connection to Punta Cana leave PHL at 9:50,neutral,1826 trying to make a connection to punta cana leave phl at 9 50
@AmericanAir why am I continually getting put on hold by painfully inexperienced people when calling your Platinum desk?!,negative,why am i continually getting put on hold by painfully inexperienced people when calling your platinum desk  
@united This link in your tweet goes to someone's internal email -&gt; http://t.co/ZksX79itdN...... Probably one of your 3rd party IT contracts,neutral,this link in your tweet goes to someone s internal email   gt  probably one of your 3rd party it contracts
"@SouthwestAir so for an extra luggage, it cost $75????",negative,so for an extra luggage  it cost  75    
@JetBlue is the trueblue site broken at the moment?,neutral,is the trueblue site broken at the moment 
@united Will never fly with you again! Terrible service!! Ruined our entire vacation!! #lostsuitcase #noreimbursement,negative,will never fly with you again  terrible service   ruined our entire vacation    lostsuitcase  noreimbursement
"@USAirways @AmericanAir pissing off thousands of East coast customers.  When the delay is longer than the flight,  you = fail",negative,pissing off thousands of east coast customers  when the delay is longer than the flight  you   fail
@USAirways 1917. Still sitting here. Feels badly handled.,negative,1917  still sitting here  feels badly handled 
